StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q17,Q19,Q10_1,Q10_2,Q10_3,Q8_1,Q8_2,Q8_3,Q23_1,Q23_2,Q23_3,Q25_1,Q25_2,Q25_3,Q24_1,Q24_2,Q24_3,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q15,Q16,Q16_4_TEXT
2022-08-12 11:27:04,2022-08-12 11:35:03,0,208.218.230.109,100,478,1,2022-08-12 11:35:03,R_33xPFVvLZQiKFhm,,,,,40.7484,-73.862,anonymous,EN,3,,100,1,1,1,2,3,3,1,2,2,1,1,2,1,2,1,5,4,5,4,4,5,3,3,1,
2022-08-12 11:37:30,2022-08-12 11:40:41,0,192.126.227.16,100,191,1,2022-08-12 11:40:42,R_3GeVi85kX9azd7c,,,,,37.751,-97.822,anonymous,EN,4,The average handicap in the USGA system is found to be a score of 90. 90 are what bogey players score. A bogey player is one who scores one above the par. This will produce an average score of 90. Most of the people in the US can shoot more than 100. There have been no other attempts made to find the national average score of the golfers.,100,1,2,1,5,4,5,1,2,1,2,1,2,2,1,2,5,6,4,5,6,5,6,4,,
2022-08-12 11:36:34,2022-08-12 11:41:11,0,157.46.113.149,100,276,1,2022-08-12 11:41:11,R_3ewYWmsEg0uKS1N,,,,,12.8996,80.2209,anonymous,EN,5,,90 strokes,2,2,2,4,4,5,2,2,2,2,2,2,2,2,2,5,5,6,6,6,5,6,4,2,
2022-08-12 11:37:33,2022-08-12 11:42:30,0,208.218.228.221,100,297,1,2022-08-12 11:42:31,R_276Y3hU81X3aeuw,,,,,40.7828,-73.9745,anonymous,EN,4,,50,2,2,1,4,4,3,1,2,2,1,1,2,1,1,2,5,4,5,4,5,5,4,6,1,
2022-08-12 11:33:43,2022-08-12 11:43:00,0,208.202.239.71,100,557,1,2022-08-12 11:43:01,R_3JD96oYmCJjNiTy,,,,,42.9285,-83.6332,anonymous,EN,4,,90,1,2,2,2,3,3,1,2,2,1,2,2,1,1,2,6,5,4,4,4,3,6,3,1,
2022-08-12 11:43:58,2022-08-12 11:45:38,0,121.91.230.57,100,99,1,2022-08-12 11:45:38,R_2zkJFbb5PtCBzYu,,,,,39.0064,-77.4199,anonymous,EN,5,,90,1,2,1,4,5,5,1,2,1,1,2,2,2,1,1,5,6,5,6,5,7,6,4,2,
2022-08-12 11:45:45,2022-08-12 11:47:49,0,202.182.71.51,100,123,1,2022-08-12 11:47:49,R_29tOegaJ1DHnAkB,,,,,40.7359,-73.9904,anonymous,EN,3,,90,1,2,2,3,2,1,1,1,2,2,2,1,1,2,1,7,6,5,7,6,7,6,6,1,
2022-08-12 11:49:31,2022-08-12 11:50:31,0,208.218.229.173,100,60,1,2022-08-12 11:50:31,R_1H2y1HFB4wPoB3e,,,,,40.7828,-73.9745,anonymous,EN,2,,100,1,2,2,4,5,4,1,1,1,1,2,2,2,1,2,4,5,6,6,5,6,6,3,1,
2022-08-12 11:35:52,2022-08-12 11:51:17,0,107.180.183.197,100,924,1,2022-08-12 11:51:18,R_DUl43AMul2aU0DL,,,,,37.751,-97.822,anonymous,EN,2,,75,1,2,1,1,2,3,1,2,1,1,2,1,2,1,1,6,5,6,6,5,6,5,3,1,
2022-08-12 11:50:07,2022-08-12 11:53:53,0,68.2.91.69,100,225,1,2022-08-12 11:53:53,R_3EaTeNhSOv9Iv2N,,,,,33.4935,-111.9211,anonymous,EN,5,,95,2,1,1,4,2,2,2,1,1,2,1,1,2,1,1,4,3,5,5,6,5,4,6,1,
2022-08-12 11:48:54,2022-08-12 11:54:08,0,208.195.183.41,100,313,1,2022-08-12 11:54:08,R_3jYugnUkRiQ5K0W,,,,,40.4551,-74.4871,anonymous,EN,3,,15,1,1,2,4,3,5,1,2,2,2,1,1,1,2,1,6,5,5,6,7,5,6,3,1,
2022-08-12 11:51:53,2022-08-12 11:54:27,0,208.202.253.75,100,154,1,2022-08-12 11:54:28,R_3JntV9RsBoH78kV,,,,,40.7123,-73.7985,anonymous,EN,3,number that represents the golfer's ability based on their previous golf round's scores,91,1,1,1,2,3,3,1,2,2,1,1,1,1,2,2,7,6,7,6,7,7,6,3,2,
2022-08-12 11:50:35,2022-08-12 11:54:47,0,208.218.229.241,100,251,1,2022-08-12 11:54:48,R_1f1r1OdIZVFtTgi,,,,,40.7828,-73.9745,anonymous,EN,3,,,1,2,1,2,3,4,1,2,1,1,2,2,2,1,2,6,5,6,3,3,5,7,3,1,
2022-08-12 11:54:49,2022-08-12 11:54:56,0,37.120.138.195,100,7,1,2022-08-12 11:54:56,R_rpsmWnby3HCaa3L,,,,,40.7157,-74,anonymous,EN,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:36:23,2022-08-12 11:56:54,0,208.218.225.81,100,1231,1,2022-08-12 11:56:54,R_zcW54DJq8OBpkg9,,,,,37.9186,-121.3132,anonymous,EN,3,,90 strokes,1,1,2,2,1,3,2,1,2,1,2,2,1,1,2,6,5,6,5,6,6,6,3,1,
2022-08-12 11:57:06,2022-08-12 11:58:22,0,208.218.226.247,100,75,1,2022-08-12 11:58:22,R_11iKGr1XrUSdOBc,,,,,37.9186,-121.3132,anonymous,EN,3,,5,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,3,4,5,6,5,4,6,3,1,
2022-08-12 11:48:53,2022-08-12 12:00:51,0,74.122.56.87,100,717,1,2022-08-12 12:00:51,R_3fuGHpOqOxZDMxP,,,,,39.0469,-77.4903,anonymous,EN,2,,100,1,2,2,5,4,4,2,2,1,1,2,2,2,1,1,7,6,6,6,7,6,6,5,2,
2022-08-12 12:02:46,2022-08-12 12:04:47,0,174.81.130.208,100,121,1,2022-08-12 12:04:47,R_56gU69lMhNxDZLP,,,,,34.5485,-87.0036,anonymous,EN,4,,100,2,1,1,4,3,2,1,2,2,1,1,2,2,1,1,5,6,4,4,5,6,5,3,2,
2022-08-12 12:06:56,2022-08-12 12:10:06,0,202.182.65.172,100,190,1,2022-08-12 12:10:06,R_3nlw6RtqYLUU4Jj,,,,,41.6172,-87.8419,anonymous,EN,4,achieve the life goal,90,1,1,2,4,3,3,1,2,1,1,1,2,1,2,2,4,2,5,3,4,5,5,3,1,
2022-08-12 11:53:25,2022-08-12 12:15:33,0,163.123.220.155,100,1327,1,2022-08-12 12:15:33,R_2QVElaWsT3USvtC,,,,,33.8358,-117.9063,anonymous,EN,4,,,1,1,2,2,3,2,1,2,2,1,1,2,1,2,2,5,4,2,5,6,5,6,5,2,
2022-08-12 12:15:30,2022-08-12 12:16:25,0,208.218.230.134,100,55,1,2022-08-12 12:16:25,R_2veqcEcyRIasFda,,,,,40.7484,-73.862,anonymous,EN,2,,,1,1,2,4,3,4,2,1,2,2,1,2,1,1,2,5,5,6,4,5,4,6,3,1,
2022-08-12 12:15:23,2022-08-12 12:22:40,0,154.17.153.113,100,436,1,2022-08-12 12:22:40,R_2veS3lZyjn63He3,,,,,38.894,-77.0365,anonymous,EN,2,NO,18,1,1,1,4,5,3,1,1,1,1,1,1,1,1,1,6,6,7,7,6,6,7,3,1,
2022-08-12 12:26:48,2022-08-12 12:27:48,0,208.195.188.232,100,59,1,2022-08-12 12:27:48,R_3snv1n56w4JXoLX,,,,,40.4551,-74.4871,anonymous,EN,3,2,,1,1,2,4,3,5,1,2,1,1,1,2,2,2,1,4,5,5,7,3,5,6,3,1,
2022-08-12 12:27:14,2022-08-12 12:28:08,0,208.195.191.0,100,54,1,2022-08-12 12:28:08,R_Usc9kmYEmEkmNMd,,,,,40.4551,-74.4871,anonymous,EN,2,,100,1,1,1,4,5,5,1,2,2,1,1,1,1,2,2,3,6,5,5,7,6,5,3,1,
2022-08-12 12:28:58,2022-08-12 12:30:12,0,208.218.227.247,100,73,1,2022-08-12 12:30:12,R_2fAG0hMmQTsu966,,,,,37.9186,-121.3132,anonymous,EN,3,2,,2,2,1,3,5,4,1,1,2,2,1,2,1,1,2,4,6,2,5,3,4,6,3,1,
2022-08-12 12:30:54,2022-08-12 12:32:21,0,208.218.224.228,100,86,1,2022-08-12 12:32:21,R_3KTlLapM2B0sjhb,,,,,37.9186,-121.3132,anonymous,EN,2,,,1,1,2,4,5,4,1,1,2,2,1,2,1,1,2,5,4,4,6,4,6,4,3,1,
2022-08-12 12:19:10,2022-08-12 12:34:05,0,98.184.108.179,100,895,1,2022-08-12 12:34:06,R_27vAeCIHsQ8TmYw,,,,,36.2862,-95.8227,anonymous,EN,1,,,1,1,1,5,4,4,1,1,1,2,1,2,1,2,1,7,7,5,6,6,6,7,2,1,
2022-08-12 12:42:59,2022-08-12 12:44:14,0,157.51.192.49,100,74,1,2022-08-12 12:44:14,R_1exGsWwyr5NXo9Q,,,,,12.8996,80.2209,anonymous,EN,4,,90 strokes,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2,5,6,5,6,6,6,7,4,2,
2022-08-12 12:46:32,2022-08-12 12:48:37,0,155.193.143.201,100,124,1,2022-08-12 12:48:37,R_rpvDhXMSVF5m17b,,,,,41.389,-81.5257,anonymous,EN,2,,7,1,2,2,3,5,5,1,2,2,2,1,1,1,1,2,5,4,6,4,7,4,5,3,1,
2022-08-12 12:48:18,2022-08-12 12:53:26,0,121.91.230.253,100,307,1,2022-08-12 12:53:26,R_2qz3hsxbzDiDCp3,,,,,39.0064,-77.4199,anonymous,EN,2,,72,1,1,2,3,1,2,1,2,2,2,1,1,1,2,2,6,5,4,6,5,5,6,3,1,
2022-08-12 13:41:46,2022-08-12 13:47:27,0,208.218.230.255,100,340,1,2022-08-12 13:47:27,R_10o6US8MzfOXGKL,,,,,40.7484,-73.862,anonymous,EN,3,,15,1,2,1,4,5,4,1,2,1,1,1,1,1,1,1,4,6,4,5,6,6,6,2,2,
2022-08-12 13:41:43,2022-08-12 13:51:36,0,208.207.191.137,100,593,1,2022-08-12 13:51:37,R_4PEsLCbLw1ReP1T,,,,,32.6731,-96.7755,anonymous,EN,5,,15,2,1,1,3,2,4,2,2,2,2,2,2,1,1,2,5,5,6,4,5,7,4,4,,
2022-08-12 13:50:05,2022-08-12 13:52:54,0,149.46.193.193,100,168,1,2022-08-12 13:52:54,R_1opAqrGZocELf0g,,,,,40.5237,-74.4151,anonymous,EN,4,,120,1,1,1,5,4,4,1,2,2,2,1,2,1,2,1,5,6,5,4,6,5,6,4,2,
2022-08-12 10:35:40,2022-08-12 10:36:48,0,73.137.67.74,24,67,0,2022-08-12 14:10:04,R_Cm0Vd6M4OizH2GR,,,,,,,anonymous,EN,5,,105,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:48:23,2022-08-12 10:48:33,0,185.210.193.165,12,9,0,2022-08-12 14:10:05,R_2YE7EMcAwKHhs1B,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:33:34,2022-08-12 11:36:16,0,74.122.63.16,24,162,0,2022-08-12 14:10:05,R_3iD0tBgcHgN0teo,,,,,,,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:37:36,2022-08-12 10:41:09,0,154.6.16.230,24,212,0,2022-08-12 14:10:05,R_x9pDAR7rNYYzxJL,,,,,,,anonymous,EN,3,28,90 strokes,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:05:38,2022-08-12 11:06:25,0,63.160.189.246,12,46,0,2022-08-12 14:10:05,R_e9HAbOLlK8w15Lj,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:38:31,2022-08-12 10:41:23,0,208.218.231.134,12,171,0,2022-08-12 14:10:06,R_3jc8PvuDWZxc0O7,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:01:28,2022-08-12 11:03:38,0,208.218.226.101,47,129,0,2022-08-12 14:10:07,R_2PAx6oHlIVrtD8R,,,,,,,anonymous,EN,4,,90,1,1,2,4,4,4,,,,,,,,,,,,,,,,,,,
2022-08-12 11:43:24,2022-08-12 11:44:32,0,208.216.16.67,24,67,0,2022-08-12 14:10:07,R_1QE0OE2f4MwMcPS,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:40:21,2022-08-12 11:40:38,0,73.148.224.88,12,17,0,2022-08-12 14:10:07,R_2TvhjZ91swd57z2,,,,,,,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:38:51,2022-08-12 10:53:18,0,45.131.195.25,12,867,0,2022-08-12 14:10:07,R_DwOQlGjMxUsP0S5,,,,,,,anonymous,EN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:02:29,2022-08-12 11:04:30,0,149.46.192.161,94,121,0,2022-08-12 14:10:07,R_6VEq1S4P4MiIKY1,,,,,,,anonymous,EN,4,,,1,2,1,3,2,4,1,1,2,1,2,1,2,1,2,4,5,4,5,4,5,4,2,1,
2022-08-12 11:46:51,2022-08-12 11:52:53,0,198.135.50.157,24,361,0,2022-08-12 14:10:07,R_2bTNPHFypN6Pozv,,,,,,,anonymous,EN,4,20,90,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:45:24,2022-08-12 12:45:46,0,107.161.115.7,12,21,0,2022-08-12 14:10:07,R_3qe3MOOhwlVQmvm,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:41:41,2022-08-12 11:08:52,0,200.217.83.8,47,1630,0,2022-08-12 14:10:08,R_1n9Gjk1y1SQDxPE,,,,,,,anonymous,EN,5,,10,2,1,1,3,2,3,,,,,,,,,,,,,,,,,,,
2022-08-12 10:54:30,2022-08-12 10:56:44,0,103.144.198.32,47,134,0,2022-08-12 14:10:08,R_3lKcbDoG0xqjEUY,,,,,,,anonymous,EN,4,,85,2,1,2,2,2,4,,,,,,,,,,,,,,,,,,,
2022-08-12 12:49:09,2022-08-12 12:49:44,0,209.142.123.149,12,35,0,2022-08-12 14:10:09,R_eb4lBcve0YgHZCN,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:12:04,2022-08-12 11:21:10,0,208.218.230.24,94,546,0,2022-08-12 14:10:09,R_1jfCUsRIQLx6ZhF,,,,,,,anonymous,EN,4,24,110,2,1,1,4,2,2,1,1,2,1,2,1,1,2,2,3,2,2,2,4,4,2,5,2,
2022-08-12 11:18:31,2022-08-12 12:07:32,0,45.32.172.228,76,2941,0,2022-08-12 14:10:10,R_cSGDj4Hufv3JtTj,,,,,,,anonymous,EN,2,,,1,1,1,1,3,2,1,2,1,1,2,2,1,2,1,,,,,,,,,,
2022-08-12 10:36:01,2022-08-12 10:39:35,0,208.218.230.78,12,213,0,2022-08-12 14:10:10,R_tQk7169ZOJRFrb3,,,,,,,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:56:00,2022-08-12 11:56:14,0,207.246.67.29,12,13,0,2022-08-12 14:10:10,R_3en0T4PUPOlAp3H,,,,,,,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:35:33,2022-08-12 10:36:35,0,216.172.124.132,12,61,0,2022-08-12 14:10:10,R_zZRr9PWiT5K8ZMJ,,,,,,,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 13:37:50,2022-08-12 13:40:55,0,208.218.229.39,24,184,0,2022-08-12 14:10:10,R_323goQPTPrDJHrS,,,,,,,anonymous,EN,1,,none,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:29:56,2022-08-12 11:31:43,0,24.62.15.92,47,107,0,2022-08-12 14:10:11,R_3KO5NRRAKMbdYfD,,,,,,,anonymous,EN,4,29,102,1,2,1,4,4,3,,,,,,,,,,,,,,,,,,,
2022-08-12 10:36:01,2022-08-12 10:38:02,0,45.185.151.253,94,120,0,2022-08-12 14:10:11,R_33sAmvYyFBnTywU,,,,,,,anonymous,EN,1,,60,2,1,1,3,4,5,1,2,1,1,2,1,2,2,2,4,2,5,2,6,2,5,3,1,
2022-08-12 10:43:47,2022-08-12 10:51:27,0,202.182.74.125,94,459,0,2022-08-12 14:10:12,R_A0sKcpg8WRzFbeF,,,,,,,anonymous,EN,4,,,1,2,2,1,5,5,1,2,1,1,2,1,1,2,1,5,3,6,2,4,5,6,4,2,
2022-08-12 10:53:17,2022-08-12 10:56:03,0,138.229.205.113,76,166,0,2022-08-12 14:10:12,R_ey4driphH9lX1Rf,,,,,,,anonymous,EN,5,20,90,1,1,2,3,3,3,1,2,1,2,1,2,1,2,2,,,,,,,,,,
2022-08-12 10:37:20,2022-08-12 10:42:34,0,208.218.229.62,94,314,0,2022-08-12 14:10:13,R_3E9UVRK81PZLsOk,,,,,,,anonymous,EN,4,19,96,1,1,2,4,3,2,1,2,1,1,2,2,2,1,2,1,2,3,1,1,2,3,4,2,
2022-08-12 10:37:37,2022-08-12 10:37:54,0,98.25.0.40,12,17,0,2022-08-12 14:10:13,R_11ZsaswjEQmcrGE,,,,,,,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:37:46,2022-08-12 10:38:08,0,68.147.145.29,24,21,0,2022-08-12 14:10:13,R_eqUfy2edgNIeBlD,,,,,,,anonymous,EN,5,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:43:31,2022-08-12 11:09:23,0,76.25.67.198,12,1551,0,2022-08-12 14:10:13,R_1Fkwv9xxTjH9NvO,,,,,,,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
