StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q17,Q19,Q10_1,Q10_2,Q10_3,Q8_1,Q8_2,Q8_3,Q23_1,Q23_2,Q23_3,Q25_1,Q25_2,Q25_3,Q24_1,Q24_2,Q24_3,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q15,Q16,Q16_4_TEXT
2022-08-12 11:16:22,2022-08-12 11:17:29,IP Address,49.204.112.235,100,67,True,2022-08-12 11:17:29,R_Pz9Y2D374texNkJ,,,,,12.8996,80.2209,anonymous,EN,Once a week,,100,Point A,Point A,Point B,Fairly Aggressive,Fairly Aggressive,Neutral,Point A,Point A,Point B,Point B,Point A,Point A,Point A,Point B,Point B,5,5,5,4,5,5,6,25-34 years old,Male,
2022-08-12 11:17:28,2022-08-12 11:19:12,IP Address,208.216.23.12,100,103,True,2022-08-12 11:19:12,R_24MivPEMJq4Oho4,,,,,42.3498,-71.0765,anonymous,EN,Once a month,0.96,90,Point A,Point A,Point B,Fairly Aggressive,Neutral,Neutral,Point B,Point A,Point A,Point B,Point A,Point A,Point B,Point A,Point A,3,4,3,5,4,6,4,25-34 years old,Male,
2022-08-12 11:19:03,2022-08-12 11:20:40,IP Address,208.218.228.5,100,96,True,2022-08-12 11:20:40,R_3lY4MemsLLYuYD0,,,,,40.7828,-73.9745,anonymous,EN,4-6 times a week,2,,Point A,Point A,Point B,Neutral,Aggressive,Fairly Aggressive,Point A,Point B,Point B,Point A,Point A,Point B,Point B,Point A,Point A,3,5,4,6,3,5,3,25-34 years old,Male,
2022-08-12 11:17:57,2022-08-12 11:20:47,IP Address,208.218.225.86,100,169,True,2022-08-12 11:20:47,R_3O6MMlTOaBeraF4,,,,,37.9186,-121.3132,anonymous,EN,2-3 times a week,5,8,Point A,Point A,Point A,Fairly Aggressive,Neutral,Fairly Aggressive,Point A,Point A,Point A,Point A,Point A,Point A,Point A,Point A,Point A,6,6,5,4,5,6,5,25-34 years old,Male,
2022-08-12 11:19:50,2022-08-12 11:23:05,IP Address,73.184.42.9,100,194,True,2022-08-12 11:23:05,R_2bTNnO9CBHuhM4X,,,,,34.2497,-84.4894,anonymous,EN,4-6 times a week,,90,Point B,Point A,Point A,Fairly Aggressive,Aggressive,Fairly Aggressive,Point B,Point A,Point B,Point A,Point A,Point B,Point B,Point A,Point A,4,5,3,2,4,3,2,25-34 years old,Male,
2022-08-12 11:22:09,2022-08-12 11:24:43,IP Address,202.182.71.188,100,154,True,2022-08-12 11:24:44,R_3Ehwyt75S59WOLi,,,,,40.7359,-73.9904,anonymous,EN,4-6 times a week,,8,Point A,Point A,Point B,Conservative,Fairly Conservative,Fairly Conservative,Point A,Point A,Point B,Point B,Point A,Point A,Point A,Point B,Point A,6,6,6,7,5,6,5,25-34 years old,Male,
2022-08-12 11:22:27,2022-08-12 11:26:31,IP Address,208.195.180.157,100,244,True,2022-08-12 11:26:33,R_00B4joWDTdwWVEt,,,,,40.9107,-74.5841,anonymous,EN,Once a week,,11,Point B,Point B,Point A,Aggressive,Fairly Aggressive,Fairly Aggressive,Point A,Point A,Point B,Point A,Point A,Point B,Point B,Point B,Point A,4,3,5,4,4,6,5,25-34 years old,Male,
2022-08-12 11:22:32,2022-08-12 11:26:45,IP Address,49.37.203.105,100,253,True,2022-08-12 11:26:46,R_2eUq7MDQM0aRRxU,,,,,11.0142,76.9941,anonymous,EN,4-6 times a week,,100,Point A,Point A,Point B,Fairly Conservative,Conservative,Fairly Conservative,Point A,Point A,Point B,Point B,Point A,Point B,Point A,Point B,Point A,6,5,5,5,5,6,6,25-34 years old,Male,
2022-08-12 11:24:33,2022-08-12 11:27:00,IP Address,154.205.184.186,100,147,True,2022-08-12 11:27:01,R_2QPrEMXyj0IUozS,,,,,40.7064,-73.9473,anonymous,EN,4-6 times a week,,72,Point A,Point B,Point B,Neutral,Conservative,Fairly Conservative,Point B,Point A,Point A,Point A,Point A,Point B,Point B,Point A,Point A,5,4,7,5,7,5,7,25-34 years old,Male,
2022-08-12 11:25:55,2022-08-12 11:28:05,IP Address,208.195.184.91,100,130,True,2022-08-12 11:28:05,R_2AGwCbM4bKdwAyY,,,,,40.5511,-74.4606,anonymous,EN,4-6 times a week,,25,Point A,Point A,Point A,Fairly Aggressive,Fairly Aggressive,Neutral,Point A,Point A,Point A,Point A,Point B,Point B,Point B,Point A,Point B,4,4,5,5,6,4,5,25-34 years old,Male,
2022-08-12 11:16:13,2022-08-12 11:31:27,IP Address,49.204.120.137,100,914,True,2022-08-12 11:31:28,R_1pF1XPrfAAVkUwD,,,,,12.8996,80.2209,anonymous,EN,4-6 times a week,,15,Point A,Point A,Point B,Neutral,Fairly Aggressive,Aggressive,Point A,Point A,Point B,Point A,Point B,Point A,Point A,Point A,Point B,3,5,3,5,4,5,4,25-34 years old,Female,
2022-08-12 11:29:50,2022-08-12 11:32:15,IP Address,49.204.112.235,100,145,True,2022-08-12 11:32:16,R_2pRdj1bPuFlIYxz,,,,,12.8996,80.2209,anonymous,EN,4-6 times a week,,100,Point A,Point A,Point A,Fairly Conservative,Neutral,Neutral,Point A,Point B,Point A,Point B,Point B,Point A,Point A,Point B,Point A,4,4,4,5,4,5,4,25-34 years old,Male,
2022-08-12 11:27:46,2022-08-12 11:32:52,IP Address,208.218.226.97,100,306,True,2022-08-12 11:32:52,R_RxDm316A2p8eXcZ,,,,,37.9186,-121.3132,anonymous,EN,2-3 times a week,,25,Point A,Point A,Point B,Neutral,Fairly Conservative,Fairly Aggressive,Point A,Point B,Point A,Point A,Point B,Point A,Point B,Point A,Point B,2,2,2,1,2,2,1,25-34 years old,Male,
2022-08-12 11:32:09,2022-08-12 11:33:02,IP Address,208.218.230.240,100,52,True,2022-08-12 11:33:02,R_2YV85TQWwcn9guo,,,,,40.7484,-73.862,anonymous,EN,4-6 times a week,2,,Point A,Point A,Point B,Neutral,Aggressive,Fairly Aggressive,Point A,Point A,Point B,Point A,Point A,Point B,Point A,Point A,Point B,4,6,5,6,3,5,6,25-34 years old,Male,
2022-08-12 11:31:57,2022-08-12 11:33:17,IP Address,208.218.230.144,100,80,True,2022-08-12 11:33:18,R_3Lcq0xqffCKMBTi,,,,,40.7484,-73.862,anonymous,EN,4-6 times a week,,15,Point A,Point A,Point A,Fairly Aggressive,Neutral,Aggressive,Point A,Point B,Point B,Point A,Point A,Point B,Point A,Point B,Point B,6,4,5,6,5,6,6,25-34 years old,Male,
2022-08-12 11:27:33,2022-08-12 11:33:22,IP Address,208.218.230.234,100,348,True,2022-08-12 11:33:22,R_6LtQc26jxFcovCN,,,,,40.7484,-73.862,anonymous,EN,4-6 times a week,,,Point A,Point A,Point B,Neutral,Fairly Aggressive,Aggressive,Point A,Point A,Point B,Point B,Point A,Point A,Point B,Point A,Point B,5,6,5,6,3,4,6,25-34 years old,Male,
2022-08-12 11:32:16,2022-08-12 11:33:37,IP Address,85.9.204.177,100,80,True,2022-08-12 11:33:37,R_BS6rEt1HIpIqCaJ,,,,,41.8764,-87.6133,anonymous,EN,Daily,,38,Point A,Point B,Point A,Fairly Conservative,Neutral,Fairly Aggressive,Point A,Point A,Point B,Point A,Point B,Point B,Point A,Point B,Point A,5,6,6,6,4,5,6,35-44 years old,Male,
2022-08-12 10:57:22,2022-08-12 11:33:43,IP Address,208.218.225.15,100,2180,True,2022-08-12 11:33:44,R_eILjeg5GgEmTnmF,,,,,37.9186,-121.3132,anonymous,EN,2-3 times a week,NO,,Point A,Point B,Point A,Neutral,Fairly Aggressive,Aggressive,Point A,Point B,Point A,Point A,Point B,Point A,Point A,Point B,Point A,4,6,5,5,6,5,5,25-34 years old,Male,
2022-08-12 11:27:04,2022-08-12 11:35:03,IP Address,208.218.230.109,100,478,True,2022-08-12 11:35:03,R_33xPFVvLZQiKFhm,,,,,40.7484,-73.862,anonymous,EN,2-3 times a week,,100,Point A,Point A,Point A,Fairly Conservative,Neutral,Neutral,Point A,Point B,Point B,Point A,Point A,Point B,Point A,Point B,Point A,5,4,5,4,4,5,3,25-34 years old,Male,
2022-08-12 11:37:30,2022-08-12 11:40:41,IP Address,192.126.227.16,100,191,True,2022-08-12 11:40:42,R_3GeVi85kX9azd7c,,,,,37.751,-97.822,anonymous,EN,Once a week,The average handicap in the USGA system is found to be a score of 90. 90 are what bogey players score. A bogey player is one who scores one above the par. This will produce an average score of 90. Most of the people in the US can shoot more than 100. There have been no other attempts made to find the national average score of the golfers.,100,Point A,Point B,Point A,Aggressive,Fairly Aggressive,Aggressive,Point A,Point B,Point A,Point B,Point A,Point B,Point B,Point A,Point B,5,6,4,5,6,5,6,35-44 years old,,
2022-08-12 11:36:34,2022-08-12 11:41:11,IP Address,157.46.113.149,100,276,True,2022-08-12 11:41:11,R_3ewYWmsEg0uKS1N,,,,,12.8996,80.2209,anonymous,EN,Once a month,,90 strokes,Point B,Point B,Point B,Fairly Aggressive,Fairly Aggressive,Aggressive,Point B,Point B,Point B,Point B,Point B,Point B,Point B,Point B,Point B,5,5,6,6,6,5,6,35-44 years old,Female,
2022-08-12 11:37:33,2022-08-12 11:42:30,IP Address,208.218.228.221,100,297,True,2022-08-12 11:42:31,R_276Y3hU81X3aeuw,,,,,40.7828,-73.9745,anonymous,EN,Once a week,,50,Point B,Point B,Point A,Fairly Aggressive,Fairly Aggressive,Neutral,Point A,Point B,Point B,Point A,Point A,Point B,Point A,Point A,Point B,5,4,5,4,5,5,4,55-64 years old,Male,
2022-08-12 11:33:43,2022-08-12 11:43:00,IP Address,208.202.239.71,100,557,True,2022-08-12 11:43:01,R_3JD96oYmCJjNiTy,,,,,42.9285,-83.6332,anonymous,EN,Once a week,,90,Point A,Point B,Point B,Fairly Conservative,Neutral,Neutral,Point A,Point B,Point B,Point A,Point B,Point B,Point A,Point A,Point B,6,5,4,4,4,3,6,25-34 years old,Male,
2022-08-12 11:43:58,2022-08-12 11:45:38,IP Address,121.91.230.57,100,99,True,2022-08-12 11:45:38,R_2zkJFbb5PtCBzYu,,,,,39.0064,-77.4199,anonymous,EN,Once a month,,90,Point A,Point B,Point A,Fairly Aggressive,Aggressive,Aggressive,Point A,Point B,Point A,Point A,Point B,Point B,Point B,Point A,Point A,5,6,5,6,5,7,6,35-44 years old,Female,
2022-08-12 11:45:45,2022-08-12 11:47:49,IP Address,202.182.71.51,100,123,True,2022-08-12 11:47:49,R_29tOegaJ1DHnAkB,,,,,40.7359,-73.9904,anonymous,EN,2-3 times a week,,90,Point A,Point B,Point B,Neutral,Fairly Conservative,Conservative,Point A,Point A,Point B,Point B,Point B,Point A,Point A,Point B,Point A,7,6,5,7,6,7,6,55-64 years old,Male,
2022-08-12 11:49:31,2022-08-12 11:50:31,IP Address,208.218.229.173,100,60,True,2022-08-12 11:50:31,R_1H2y1HFB4wPoB3e,,,,,40.7828,-73.9745,anonymous,EN,4-6 times a week,,100,Point A,Point B,Point B,Fairly Aggressive,Aggressive,Fairly Aggressive,Point A,Point A,Point A,Point A,Point B,Point B,Point B,Point A,Point B,4,5,6,6,5,6,6,25-34 years old,Male,
2022-08-12 11:35:52,2022-08-12 11:51:17,IP Address,107.180.183.197,100,924,True,2022-08-12 11:51:18,R_DUl43AMul2aU0DL,,,,,37.751,-97.822,anonymous,EN,4-6 times a week,,75,Point A,Point B,Point A,Conservative,Fairly Conservative,Neutral,Point A,Point B,Point A,Point A,Point B,Point A,Point B,Point A,Point A,6,5,6,6,5,6,5,25-34 years old,Male,
2022-08-12 11:50:07,2022-08-12 11:53:53,IP Address,68.2.91.69,100,225,True,2022-08-12 11:53:53,R_3EaTeNhSOv9Iv2N,,,,,33.4935,-111.9211,anonymous,EN,Once a month,,95,Point B,Point A,Point A,Fairly Aggressive,Fairly Conservative,Fairly Conservative,Point B,Point A,Point A,Point B,Point A,Point A,Point B,Point A,Point A,4,3,5,5,6,5,4,55-64 years old,Male,
2022-08-12 11:48:54,2022-08-12 11:54:08,IP Address,208.195.183.41,100,313,True,2022-08-12 11:54:08,R_3jYugnUkRiQ5K0W,,,,,40.4551,-74.4871,anonymous,EN,2-3 times a week,,15,Point A,Point A,Point B,Fairly Aggressive,Neutral,Aggressive,Point A,Point B,Point B,Point B,Point A,Point A,Point A,Point B,Point A,6,5,5,6,7,5,6,25-34 years old,Male,
2022-08-12 11:51:53,2022-08-12 11:54:27,IP Address,208.202.253.75,100,154,True,2022-08-12 11:54:28,R_3JntV9RsBoH78kV,,,,,40.7123,-73.7985,anonymous,EN,2-3 times a week,number that represents the golfer's ability based on their previous golf round's scores,91,Point A,Point A,Point A,Fairly Conservative,Neutral,Neutral,Point A,Point B,Point B,Point A,Point A,Point A,Point A,Point B,Point B,7,6,7,6,7,7,6,25-34 years old,Female,
2022-08-12 11:50:35,2022-08-12 11:54:47,IP Address,208.218.229.241,100,251,True,2022-08-12 11:54:48,R_1f1r1OdIZVFtTgi,,,,,40.7828,-73.9745,anonymous,EN,2-3 times a week,,,Point A,Point B,Point A,Fairly Conservative,Neutral,Fairly Aggressive,Point A,Point B,Point A,Point A,Point B,Point B,Point B,Point A,Point B,6,5,6,3,3,5,7,25-34 years old,Male,
2022-08-12 11:54:49,2022-08-12 11:54:56,IP Address,37.120.138.195,100,7,True,2022-08-12 11:54:56,R_rpsmWnby3HCaa3L,,,,,40.7157,-74,anonymous,EN,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:36:23,2022-08-12 11:56:54,IP Address,208.218.225.81,100,1231,True,2022-08-12 11:56:54,R_zcW54DJq8OBpkg9,,,,,37.9186,-121.3132,anonymous,EN,2-3 times a week,,90 strokes,Point A,Point A,Point B,Fairly Conservative,Conservative,Neutral,Point B,Point A,Point B,Point A,Point B,Point B,Point A,Point A,Point B,6,5,6,5,6,6,6,25-34 years old,Male,
2022-08-12 11:57:06,2022-08-12 11:58:22,IP Address,208.218.226.247,100,75,True,2022-08-12 11:58:22,R_11iKGr1XrUSdOBc,,,,,37.9186,-121.3132,anonymous,EN,2-3 times a week,,5,Point A,Point A,Point A,Fairly Aggressive,Neutral,Fairly Aggressive,Point A,Point A,Point A,Point A,Point A,Point A,Point A,Point A,Point A,3,4,5,6,5,4,6,25-34 years old,Male,
2022-08-12 11:48:53,2022-08-12 12:00:51,IP Address,74.122.56.87,100,717,True,2022-08-12 12:00:51,R_3fuGHpOqOxZDMxP,,,,,39.0469,-77.4903,anonymous,EN,4-6 times a week,,100,Point A,Point B,Point B,Aggressive,Fairly Aggressive,Fairly Aggressive,Point B,Point B,Point A,Point A,Point B,Point B,Point B,Point A,Point A,7,6,6,6,7,6,6,45-54 years old,Female,
2022-08-12 12:02:46,2022-08-12 12:04:47,IP Address,174.81.130.208,100,121,True,2022-08-12 12:04:47,R_56gU69lMhNxDZLP,,,,,34.5485,-87.0036,anonymous,EN,Once a week,,100,Point B,Point A,Point A,Fairly Aggressive,Neutral,Fairly Conservative,Point A,Point B,Point B,Point A,Point A,Point B,Point B,Point A,Point A,5,6,4,4,5,6,5,25-34 years old,Female,
2022-08-12 12:06:56,2022-08-12 12:10:06,IP Address,202.182.65.172,100,190,True,2022-08-12 12:10:06,R_3nlw6RtqYLUU4Jj,,,,,41.6172,-87.8419,anonymous,EN,Once a week,achieve the life goal,90,Point A,Point A,Point B,Fairly Aggressive,Neutral,Neutral,Point A,Point B,Point A,Point A,Point A,Point B,Point A,Point B,Point B,4,2,5,3,4,5,5,25-34 years old,Male,
2022-08-12 11:53:25,2022-08-12 12:15:33,IP Address,163.123.220.155,100,1327,True,2022-08-12 12:15:33,R_2QVElaWsT3USvtC,,,,,33.8358,-117.9063,anonymous,EN,Once a week,,,Point A,Point A,Point B,Fairly Conservative,Neutral,Fairly Conservative,Point A,Point B,Point B,Point A,Point A,Point B,Point A,Point B,Point B,5,4,2,5,6,5,6,45-54 years old,Female,
2022-08-12 12:15:30,2022-08-12 12:16:25,IP Address,208.218.230.134,100,55,True,2022-08-12 12:16:25,R_2veqcEcyRIasFda,,,,,40.7484,-73.862,anonymous,EN,4-6 times a week,,,Point A,Point A,Point B,Fairly Aggressive,Neutral,Fairly Aggressive,Point B,Point A,Point B,Point B,Point A,Point B,Point A,Point A,Point B,5,5,6,4,5,4,6,25-34 years old,Male,
2022-08-12 12:15:23,2022-08-12 12:22:40,IP Address,154.17.153.113,100,436,True,2022-08-12 12:22:40,R_2veS3lZyjn63He3,,,,,38.894,-77.0365,anonymous,EN,4-6 times a week,NO,18,Point A,Point A,Point A,Fairly Aggressive,Aggressive,Neutral,Point A,Point A,Point A,Point A,Point A,Point A,Point A,Point A,Point A,6,6,7,7,6,6,7,25-34 years old,Male,
2022-08-12 12:26:48,2022-08-12 12:27:48,IP Address,208.195.188.232,100,59,True,2022-08-12 12:27:48,R_3snv1n56w4JXoLX,,,,,40.4551,-74.4871,anonymous,EN,2-3 times a week,2,,Point A,Point A,Point B,Fairly Aggressive,Neutral,Aggressive,Point A,Point B,Point A,Point A,Point A,Point B,Point B,Point B,Point A,4,5,5,7,3,5,6,25-34 years old,Male,
2022-08-12 12:27:14,2022-08-12 12:28:08,IP Address,208.195.191.0,100,54,True,2022-08-12 12:28:08,R_Usc9kmYEmEkmNMd,,,,,40.4551,-74.4871,anonymous,EN,4-6 times a week,,100,Point A,Point A,Point A,Fairly Aggressive,Aggressive,Aggressive,Point A,Point B,Point B,Point A,Point A,Point A,Point A,Point B,Point B,3,6,5,5,7,6,5,25-34 years old,Male,
2022-08-12 12:28:58,2022-08-12 12:30:12,IP Address,208.218.227.247,100,73,True,2022-08-12 12:30:12,R_2fAG0hMmQTsu966,,,,,37.9186,-121.3132,anonymous,EN,2-3 times a week,2,,Point B,Point B,Point A,Neutral,Aggressive,Fairly Aggressive,Point A,Point A,Point B,Point B,Point A,Point B,Point A,Point A,Point B,4,6,2,5,3,4,6,25-34 years old,Male,
2022-08-12 12:30:54,2022-08-12 12:32:21,IP Address,208.218.224.228,100,86,True,2022-08-12 12:32:21,R_3KTlLapM2B0sjhb,,,,,37.9186,-121.3132,anonymous,EN,4-6 times a week,,,Point A,Point A,Point B,Fairly Aggressive,Aggressive,Fairly Aggressive,Point A,Point A,Point B,Point B,Point A,Point B,Point A,Point A,Point B,5,4,4,6,4,6,4,25-34 years old,Male,
2022-08-12 12:19:10,2022-08-12 12:34:05,IP Address,98.184.108.179,100,895,True,2022-08-12 12:34:06,R_27vAeCIHsQ8TmYw,,,,,36.2862,-95.8227,anonymous,EN,Daily,,,Point A,Point A,Point A,Aggressive,Fairly Aggressive,Fairly Aggressive,Point A,Point A,Point A,Point B,Point A,Point B,Point A,Point B,Point A,7,7,5,6,6,6,7,18-24 years old,Male,
2022-08-12 12:42:59,2022-08-12 12:44:14,IP Address,157.51.192.49,100,74,True,2022-08-12 12:44:14,R_1exGsWwyr5NXo9Q,,,,,12.8996,80.2209,anonymous,EN,Once a week,,90 strokes,Point B,Point B,Point B,Aggressive,Aggressive,Aggressive,Point B,Point B,Point B,Point B,Point B,Point B,Point B,Point B,Point B,5,6,5,6,6,6,7,35-44 years old,Female,
2022-08-12 12:46:32,2022-08-12 12:48:37,IP Address,155.193.143.201,100,124,True,2022-08-12 12:48:37,R_rpvDhXMSVF5m17b,,,,,41.389,-81.5257,anonymous,EN,4-6 times a week,,7,Point A,Point B,Point B,Neutral,Aggressive,Aggressive,Point A,Point B,Point B,Point B,Point A,Point A,Point A,Point A,Point B,5,4,6,4,7,4,5,25-34 years old,Male,
2022-08-12 12:48:18,2022-08-12 12:53:26,IP Address,121.91.230.253,100,307,True,2022-08-12 12:53:26,R_2qz3hsxbzDiDCp3,,,,,39.0064,-77.4199,anonymous,EN,4-6 times a week,,72,Point A,Point A,Point B,Neutral,Conservative,Fairly Conservative,Point A,Point B,Point B,Point B,Point A,Point A,Point A,Point B,Point B,6,5,4,6,5,5,6,25-34 years old,Male,
2022-08-12 13:41:46,2022-08-12 13:47:27,IP Address,208.218.230.255,100,340,True,2022-08-12 13:47:27,R_10o6US8MzfOXGKL,,,,,40.7484,-73.862,anonymous,EN,2-3 times a week,,15,Point A,Point B,Point A,Fairly Aggressive,Aggressive,Fairly Aggressive,Point A,Point B,Point A,Point A,Point A,Point A,Point A,Point A,Point A,4,6,4,5,6,6,6,18-24 years old,Female,
2022-08-12 13:41:43,2022-08-12 13:51:36,IP Address,208.207.191.137,100,593,True,2022-08-12 13:51:37,R_4PEsLCbLw1ReP1T,,,,,32.6731,-96.7755,anonymous,EN,Once a month,,15,Point B,Point A,Point A,Neutral,Fairly Conservative,Fairly Aggressive,Point B,Point B,Point B,Point B,Point B,Point B,Point A,Point A,Point B,5,5,6,4,5,7,4,35-44 years old,,
2022-08-12 13:50:05,2022-08-12 13:52:54,IP Address,149.46.193.193,100,168,True,2022-08-12 13:52:54,R_1opAqrGZocELf0g,,,,,40.5237,-74.4151,anonymous,EN,Once a week,,120,Point A,Point A,Point A,Aggressive,Fairly Aggressive,Fairly Aggressive,Point A,Point B,Point B,Point B,Point A,Point B,Point A,Point B,Point A,5,6,5,4,6,5,6,35-44 years old,Female,
2022-08-12 10:35:40,2022-08-12 10:36:48,IP Address,73.137.67.74,24,67,False,2022-08-12 14:10:04,R_Cm0Vd6M4OizH2GR,,,,,,,anonymous,EN,Once a month,,105,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:48:23,2022-08-12 10:48:33,IP Address,185.210.193.165,12,9,False,2022-08-12 14:10:05,R_2YE7EMcAwKHhs1B,,,,,,,anonymous,EN,2-3 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:33:34,2022-08-12 11:36:16,IP Address,74.122.63.16,24,162,False,2022-08-12 14:10:05,R_3iD0tBgcHgN0teo,,,,,,,anonymous,EN,Once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:37:36,2022-08-12 10:41:09,IP Address,154.6.16.230,24,212,False,2022-08-12 14:10:05,R_x9pDAR7rNYYzxJL,,,,,,,anonymous,EN,2-3 times a week,28,90 strokes,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:05:38,2022-08-12 11:06:25,IP Address,63.160.189.246,12,46,False,2022-08-12 14:10:05,R_e9HAbOLlK8w15Lj,,,,,,,anonymous,EN,Daily,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:38:31,2022-08-12 10:41:23,IP Address,208.218.231.134,12,171,False,2022-08-12 14:10:06,R_3jc8PvuDWZxc0O7,,,,,,,anonymous,EN,2-3 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:01:28,2022-08-12 11:03:38,IP Address,208.218.226.101,47,129,False,2022-08-12 14:10:07,R_2PAx6oHlIVrtD8R,,,,,,,anonymous,EN,Once a week,,90,Point A,Point A,Point B,Fairly Aggressive,Fairly Aggressive,Fairly Aggressive,,,,,,,,,,,,,,,,,,,
2022-08-12 11:43:24,2022-08-12 11:44:32,IP Address,208.216.16.67,24,67,False,2022-08-12 14:10:07,R_1QE0OE2f4MwMcPS,,,,,,,anonymous,EN,Daily,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:40:21,2022-08-12 11:40:38,IP Address,73.148.224.88,12,17,False,2022-08-12 14:10:07,R_2TvhjZ91swd57z2,,,,,,,anonymous,EN,Once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:38:51,2022-08-12 10:53:18,IP Address,45.131.195.25,12,867,False,2022-08-12 14:10:07,R_DwOQlGjMxUsP0S5,,,,,,,anonymous,EN,Once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:02:29,2022-08-12 11:04:30,IP Address,149.46.192.161,94,121,False,2022-08-12 14:10:07,R_6VEq1S4P4MiIKY1,,,,,,,anonymous,EN,Once a week,,,Point A,Point B,Point A,Neutral,Fairly Conservative,Fairly Aggressive,Point A,Point A,Point B,Point A,Point B,Point A,Point B,Point A,Point B,4,5,4,5,4,5,4,18-24 years old,Male,
2022-08-12 11:46:51,2022-08-12 11:52:53,IP Address,198.135.50.157,24,361,False,2022-08-12 14:10:07,R_2bTNPHFypN6Pozv,,,,,,,anonymous,EN,Once a week,20,90,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 12:45:24,2022-08-12 12:45:46,IP Address,107.161.115.7,12,21,False,2022-08-12 14:10:07,R_3qe3MOOhwlVQmvm,,,,,,,anonymous,EN,2-3 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:41:41,2022-08-12 11:08:52,IP Address,200.217.83.8,47,1630,False,2022-08-12 14:10:08,R_1n9Gjk1y1SQDxPE,,,,,,,anonymous,EN,Once a month,,10,Point B,Point A,Point A,Neutral,Fairly Conservative,Neutral,,,,,,,,,,,,,,,,,,,
2022-08-12 10:54:30,2022-08-12 10:56:44,IP Address,103.144.198.32,47,134,False,2022-08-12 14:10:08,R_3lKcbDoG0xqjEUY,,,,,,,anonymous,EN,Once a week,,85,Point B,Point A,Point B,Fairly Conservative,Fairly Conservative,Fairly Aggressive,,,,,,,,,,,,,,,,,,,
2022-08-12 12:49:09,2022-08-12 12:49:44,IP Address,209.142.123.149,12,35,False,2022-08-12 14:10:09,R_eb4lBcve0YgHZCN,,,,,,,anonymous,EN,2-3 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:12:04,2022-08-12 11:21:10,IP Address,208.218.230.24,94,546,False,2022-08-12 14:10:09,R_1jfCUsRIQLx6ZhF,,,,,,,anonymous,EN,Once a week,24,110,Point B,Point A,Point A,Fairly Aggressive,Fairly Conservative,Fairly Conservative,Point A,Point A,Point B,Point A,Point B,Point A,Point A,Point B,Point B,3,2,2,2,4,4,2,45-54 years old,Female,
2022-08-12 11:18:31,2022-08-12 12:07:32,IP Address,45.32.172.228,76,2941,False,2022-08-12 14:10:10,R_cSGDj4Hufv3JtTj,,,,,,,anonymous,EN,4-6 times a week,,,Point A,Point A,Point A,Conservative,Neutral,Fairly Conservative,Point A,Point B,Point A,Point A,Point B,Point B,Point A,Point B,Point A,,,,,,,,,,
2022-08-12 10:36:01,2022-08-12 10:39:35,IP Address,208.218.230.78,12,213,False,2022-08-12 14:10:10,R_tQk7169ZOJRFrb3,,,,,,,anonymous,EN,4-6 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:56:00,2022-08-12 11:56:14,IP Address,207.246.67.29,12,13,False,2022-08-12 14:10:10,R_3en0T4PUPOlAp3H,,,,,,,anonymous,EN,4-6 times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 10:35:33,2022-08-12 10:36:35,IP Address,216.172.124.132,12,61,False,2022-08-12 14:10:10,R_zZRr9PWiT5K8ZMJ,,,,,,,anonymous,EN,Once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 13:37:50,2022-08-12 13:40:55,IP Address,208.218.229.39,24,184,False,2022-08-12 14:10:10,R_323goQPTPrDJHrS,,,,,,,anonymous,EN,Daily,,none,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 11:29:56,2022-08-12 11:31:43,IP Address,24.62.15.92,47,107,False,2022-08-12 14:10:11,R_3KO5NRRAKMbdYfD,,,,,,,anonymous,EN,Once a week,29,102,Point A,Point B,Point A,Fairly Aggressive,Fairly Aggressive,Neutral,,,,,,,,,,,,,,,,,,,
